Hours Studied,Previous Scores,Sleep Hours,Sample Question Papers Practiced,Performance Index
6,96,5,9,85.0
7,74,8,7,70.0
1,91,6,1,63.0
1,68,4,3,42.0
8,78,6,8,73.0
2,57,4,3,35.0
9,51,5,6,48.0
7,58,6,4,49.0
6,87,6,1,75.0
1,61,6,7,35.0
1,98,8,9,70.0
2,95,5,9,71.0
6,88,4,1,74.0
6,91,6,2,77.0
2,54,5,9,30.0
1,40,9,6,13.0
5,41,8,4,26.0
5,47,8,9,35.0
2,61,9,2,40.0
6,64,5,1,55.0
9,41,4,5,37.0
2,90,5,9,64.0
2,48,5,0,23.0
3,48,7,7,27.0
7,52,8,4,42.0
6,45,4,4,34.0
8,69,7,1,63.0
8,54,9,6,50.0
6,90,5,4,75.0
3,92,9,7,74.0
3,54,8,4,39.0
1,89,7,8,63.0
7,46,7,4,36.0
5,97,4,2,84.0
4,50,5,1,30.0
4,79,4,4,60.0
4,77,7,9,61.0
6,79,7,9,70.0
8,41,4,4,32.0
8,90,7,5,87.0
5,87,6,1,72.0
6,78,8,4,68.0
4,49,5,0,29.0
9,83,8,2,78.0
8,56,5,2,45.0
1,46,7,2,20.0
2,93,4,2,66.0
9,79,4,7,77.0
8,78,7,0,72.0
3,43,5,5,26.0
8,74,7,5,67.0
1,90,5,0,67.0
4,86,7,0,68.0
3,75,7,2,56.0
6,70,7,7,61.0
7,64,4,5,50.0
4,80,5,3,68.0
7,52,9,4,47.0
9,57,7,9,56.0
2,60,8,2,40.0
3,87,8,5,68.0
5,40,4,5,26.0
3,75,6,5,55.0
8,89,9,8,84.0
8,47,4,9,40.0
8,91,6,7,85.0
9,87,4,5,85.0
4,60,8,1,40.0
5,82,7,3,68.0
5,91,5,5,74.0
8,92,7,8,90.0
7,92,8,1,82.0
9,60,5,5,57.0
8,66,6,9,61.0
2,58,6,9,38.0
4,62,8,9,46.0
6,90,5,6,80.0
2,89,7,7,67.0
7,90,8,8,84.0
3,82,6,4,58.0
3,74,8,8,55.0
2,79,7,8,57.0
8,91,4,6,87.0
6,90,9,1,80.0
1,81,9,7,54.0
1,87,9,4,64.0
7,44,4,7,33.0
8,91,7,1,83.0
5,80,5,6,66.0
5,47,8,4,33.0
4,50,7,3,31.0
6,55,4,9,40.0
6,78,6,5,66.0
3,86,9,4,67.0
9,63,9,5,64.0
7,60,7,8,52.0
1,91,9,0,68.0
7,62,9,0,58.0
5,88,7,5,72.0
5,77,7,1,65.0
2,86,4,7,65.0
4,47,4,6,24.0
6,46,9,5,35.0
7,41,7,3,34.0
5,69,7,8,57.0
9,52,9,6,54.0
3,62,5,6,42.0
1,68,6,4,39.0
4,77,8,0,62.0
9,76,8,1,71.0
4,59,9,7,42.0
2,72,8,4,52.0
5,68,4,1,54.0
3,89,4,4,68.0
9,54,5,7,50.0
4,62,9,3,46.0
6,81,4,2,68.0
2,42,9,4,19.0
6,76,9,6,68.0
3,95,7,1,74.0
9,68,6,0,63.0
2,84,6,4,60.0
9,47,9,6,47.0
5,61,6,7,47.0
8,92,6,7,87.0
2,68,8,9,45.0
6,41,8,8,31.0
3,80,7,0,61.0
5,88,5,6,73.0
8,98,4,9,92.0
1,89,4,7,65.0
5,84,8,5,69.0
3,40,9,9,20.0
4,83,6,3,66.0
2,59,7,6,38.0
9,91,5,2,81.0
3,60,8,1,39.0
2,76,9,5,53.0
9,47,7,1,44.0
7,66,9,5,58.0
6,86,7,9,79.0
1,98,8,2,75.0
5,74,7,1,59.0
3,45,6,7,23.0
1,99,7,3,74.0
4,84,5,3,65.0
2,83,7,6,60.0
2,58,4,7,32.0
3,57,7,8,38.0
8,95,9,9,91.0
8,40,8,7,34.0
7,64,4,3,46.0
6,66,8,1,55.0
9,46,9,9,43.0
4,83,5,4,67.0
1,81,6,6,56.0
8,68,5,1,58.0
7,70,4,3,60.0
7,83,9,5,77.0
3,82,9,7,69.0
4,75,6,9,60.0
9,58,7,5,52.0
6,45,4,5,36.0
5,64,6,5,49.0
3,70,8,3,50.0
9,48,6,2,48.0
5,59,8,0,43.0
5,49,8,1,34.0
4,76,9,1,57.0
4,66,6,9,50.0
1,52,9,6,28.0
7,80,9,5,72.0
9,41,5,7,38.0
3,89,5,8,68.0
2,60,9,4,41.0
3,72,9,2,53.0
1,63,8,3,36.0
6,92,9,7,80.0
7,83,4,2,73.0
2,81,6,1,59.0
8,73,4,6,67.0
6,99,5,3,91.0
4,48,4,7,34.0
5,41,7,0,23.0
8,94,7,7,86.0
3,95,5,4,73.0
3,69,4,1,49.0
4,61,6,0,43.0
1,85,5,5,61.0
9,50,7,8,45.0
8,94,5,8,85.0
8,82,4,8,75.0
6,56,4,3,44.0
7,75,4,5,66.0
6,52,8,9,45.0
9,46,4,5,40.0
3,55,9,4,38.0
3,72,7,1,50.0
3,84,7,6,67.0
3,40,8,0,21.0
9,50,7,5,51.0
4,45,7,4,25.0
7,59,5,4,53.0
9,74,4,7,71.0
7,83,9,8,77.0
9,76,9,6,75.0
3,80,5,9,60.0
4,65,9,7,49.0
8,97,5,1,87.0
6,51,9,1,40.0
5,69,7,7,56.0
4,67,6,5,49.0
8,66,4,7,59.0
1,81,6,8,59.0
9,58,7,8,54.0
1,44,8,5,17.0
8,97,5,7,90.0
4,44,9,1,23.0
9,80,9,7,82.0
5,66,7,2,49.0
3,67,9,0,50.0
9,65,7,6,60.0
9,66,6,0,60.0
4,91,8,0,74.0
4,88,5,0,71.0
8,81,9,3,77.0
2,60,8,3,34.0
9,40,8,9,39.0
6,93,8,5,85.0
9,67,4,9,64.0
8,87,8,2,87.0
7,97,7,9,91.0
1,97,4,5,73.0
3,54,4,6,34.0
2,94,8,0,70.0
5,56,9,5,42.0
5,65,9,9,55.0
5,59,9,0,45.0
4,64,9,6,49.0
5,52,7,9,37.0
3,72,9,4,55.0
1,64,5,9,38.0
5,47,8,3,35.0
9,44,4,0,41.0
9,45,5,8,43.0
4,62,9,6,46.0
3,91,5,1,69.0
1,69,4,3,37.0
2,53,9,3,31.0
8,93,5,7,90.0
1,62,7,1,33.0
8,50,7,4,44.0
7,70,8,9,62.0
8,45,8,7,41.0
6,50,5,5,38.0
9,52,4,3,45.0
3,51,7,4,34.0
4,93,6,1,72.0
6,41,8,4,29.0
8,92,7,2,83.0
5,74,9,2,61.0
3,94,5,6,75.0
6,75,7,2,63.0
4,56,7,3,36.0
9,67,5,6,62.0
3,67,8,2,49.0
4,61,8,9,46.0
7,77,6,9,69.0
7,46,6,1,35.0
4,54,8,9,38.0
6,71,8,6,62.0
3,50,8,4,30.0
6,63,8,0,52.0
2,42,7,9,16.0
8,69,6,7,66.0
2,45,5,2,20.0
7,97,4,6,86.0
9,41,5,5,38.0
1,53,9,9,30.0
8,80,4,5,71.0
7,57,7,7,49.0
6,90,9,3,79.0
6,83,6,3,69.0
6,70,4,2,56.0
9,52,8,0,47.0
2,65,9,9,41.0
1,83,7,2,58.0
6,51,4,0,38.0
8,57,8,5,52.0
3,48,9,7,25.0
1,88,7,2,62.0
9,60,9,3,60.0
1,87,4,4,63.0
3,88,8,6,72.0
8,92,6,5,84.0
3,95,7,1,74.0
4,79,4,6,61.0
8,82,8,7,77.0
1,63,6,0,36.0
6,73,9,5,65.0
1,47,8,8,23.0
1,83,6,6,60.0
8,92,4,4,83.0
4,72,8,9,56.0
1,62,8,9,37.0
7,52,5,8,43.0
5,93,7,1,76.0
5,92,8,6,83.0
1,88,6,8,63.0
6,53,7,1,39.0
9,53,4,9,48.0
9,55,7,5,53.0
8,88,5,8,84.0
5,77,4,2,63.0
1,97,8,7,73.0
9,99,9,4,99.0
1,78,4,6,52.0
8,65,4,2,58.0
5,65,5,7,50.0
3,40,6,1,18.0
7,71,4,7,62.0
7,96,6,1,87.0
9,54,7,6,53.0
7,91,9,1,87.0
3,60,5,6,37.0
1,57,8,0,31.0
8,69,4,5,63.0
3,99,9,9,81.0
8,97,9,6,95.0
8,52,6,3,45.0
5,63,4,0,48.0
1,69,9,5,47.0
7,41,5,3,31.0
5,58,8,2,43.0
8,86,7,3,82.0
9,83,7,5,80.0
7,86,6,4,76.0
7,64,9,1,57.0
1,89,7,1,64.0
4,53,6,2,35.0
2,45,8,5,24.0
2,51,4,0,30.0
2,59,5,6,38.0
4,62,8,7,45.0
1,69,8,6,44.0
4,69,7,2,53.0
2,77,7,5,53.0
5,97,5,3,84.0
3,69,4,4,47.0
8,80,8,2,76.0
4,69,9,4,57.0
1,96,7,5,71.0
1,97,8,7,74.0
3,75,4,5,54.0
9,88,6,8,84.0
7,73,4,9,62.0
2,55,8,9,35.0
9,63,8,9,62.0
2,53,5,9,30.0
3,65,8,3,47.0
2,47,7,1,25.0
3,53,9,8,40.0
6,70,5,2,56.0
9,41,8,6,38.0
9,87,4,3,86.0
7,43,8,0,38.0
3,40,4,7,17.0
4,94,4,3,75.0
6,59,8,5,48.0
5,98,4,6,87.0
2,53,9,7,32.0
6,79,6,9,68.0
3,64,5,1,42.0
8,99,8,8,96.0
2,64,6,9,42.0
1,42,4,2,18.0
9,44,4,0,41.0
3,77,5,1,54.0
1,93,6,7,67.0
7,65,6,9,57.0
5,79,8,5,65.0
5,77,4,0,62.0
1,77,7,8,56.0
9,43,8,6,39.0
7,46,8,9,38.0
8,69,8,2,65.0
9,69,5,6,68.0
6,95,5,5,82.0
5,58,8,2,44.0
6,78,9,7,67.0
2,74,7,0,53.0
4,79,6,4,61.0
3,72,6,7,53.0
7,72,4,2,61.0
9,53,6,9,49.0
5,77,6,5,61.0
6,49,7,9,38.0
2,96,6,1,76.0
3,67,7,8,47.0
3,53,5,1,32.0
9,75,7,4,71.0
7,77,5,2,69.0
8,55,7,9,53.0
9,99,8,8,100.0
6,60,9,8,49.0
4,67,5,6,48.0
1,72,5,9,45.0
8,45,6,4,40.0
7,80,5,8,71.0
2,54,7,6,34.0
8,83,8,1,76.0
5,42,8,9,29.0
7,82,6,0,71.0
4,86,7,9,69.0
5,74,7,9,58.0
8,53,4,3,43.0
1,41,5,9,17.0
1,68,6,7,41.0
4,43,8,5,27.0
3,65,9,1,45.0
2,90,4,4,65.0
3,51,7,8,31.0
1,41,5,5,14.0
1,56,8,5,33.0
6,74,4,6,60.0
5,49,7,4,34.0
8,87,8,2,82.0
2,61,8,2,40.0
4,80,7,4,66.0
8,82,7,3,76.0
6,60,6,4,46.0
1,54,8,8,31.0
4,74,7,4,57.0
1,87,9,3,65.0
2,60,9,3,38.0
5,60,4,0,46.0
8,60,5,9,53.0
8,99,9,3,97.0
3,83,6,3,63.0
4,71,7,8,55.0
6,94,5,3,79.0
3,44,6,6,26.0
2,78,8,0,55.0
6,48,5,6,37.0
5,92,9,1,78.0
5,57,6,7,45.0
5,60,7,0,45.0
5,47,7,9,34.0
3,83,6,2,66.0
7,91,8,7,79.0
6,73,9,9,63.0
4,49,6,7,32.0
2,90,4,4,64.0
9,80,6,4,78.0
1,96,6,7,69.0
4,63,9,9,46.0
1,79,7,4,54.0
6,63,8,8,51.0
4,95,6,0,78.0
5,71,5,4,54.0
5,95,7,2,80.0
9,72,7,2,67.0
1,77,6,1,48.0
2,83,9,2,61.0
6,96,5,6,83.0
5,95,6,7,82.0
7,90,5,7,78.0
3,98,7,7,78.0
3,88,5,0,70.0
2,73,6,6,48.0
3,50,4,1,26.0
1,70,4,9,46.0
5,57,5,3,42.0
5,62,9,4,46.0
7,99,6,0,91.0
4,61,8,3,47.0
3,82,4,3,61.0
1,57,7,8,31.0
8,79,6,8,71.0
3,86,6,9,66.0
2,80,4,0,52.0
4,86,8,7,71.0
3,78,7,3,60.0
1,59,8,3,32.0
3,52,7,4,33.0
2,84,4,1,56.0
8,40,6,0,32.0
6,91,7,4,76.0
9,43,6,6,40.0
8,63,5,9,60.0
3,75,5,8,54.0
5,75,4,1,59.0
7,84,4,7,74.0
5,41,9,6,29.0
8,67,4,1,61.0
5,65,5,4,50.0
1,62,7,6,36.0
5,54,8,2,41.0
4,75,4,1,60.0
6,66,8,5,56.0
3,45,8,9,23.0
5,74,5,5,63.0
2,78,9,3,54.0
6,77,7,0,64.0
6,74,5,4,64.0
5,75,4,0,58.0
6,49,5,7,38.0
7,69,5,1,60.0
5,92,5,8,79.0
1,80,4,8,57.0
8,77,4,2,69.0
4,68,5,5,51.0
9,91,5,8,86.0
6,98,8,6,90.0
1,82,7,3,57.0
3,78,8,2,61.0
3,89,9,1,71.0
4,43,7,9,30.0
6,44,9,9,34.0
7,43,7,0,34.0
4,75,5,9,58.0
6,98,8,0,85.0
1,84,7,3,55.0
8,55,9,3,51.0
7,64,7,8,53.0
9,53,4,9,51.0
3,50,7,0,31.0
2,68,5,3,44.0
1,73,6,2,48.0
3,61,4,8,41.0
5,53,6,4,40.0
2,95,5,8,72.0
3,63,6,9,41.0
4,98,7,5,78.0
7,78,6,8,70.0
3,65,8,0,41.0
9,82,5,3,78.0
8,75,8,3,70.0
4,78,6,9,61.0
1,55,8,9,33.0
1,97,4,5,71.0
1,77,6,9,51.0
1,98,9,0,72.0
8,71,8,9,69.0
3,45,7,4,21.0
6,73,6,2,61.0
3,95,9,0,76.0
5,47,4,5,30.0
7,69,7,2,59.0
2,66,6,3,45.0
6,46,7,8,39.0
6,66,6,1,53.0
3,64,6,0,43.0
6,95,5,9,85.0
5,85,8,5,70.0
2,80,6,0,56.0
9,54,4,0,52.0
8,64,9,6,65.0
3,61,8,1,39.0
8,57,5,3,48.0
9,51,8,3,47.0
3,62,8,1,41.0
3,90,6,5,72.0
2,84,4,9,61.0
8,78,6,1,74.0
1,64,4,7,38.0
8,49,4,3,42.0
7,69,7,0,60.0
7,49,6,6,35.0
3,73,5,5,52.0
1,85,9,5,61.0
4,52,8,2,32.0
9,93,7,9,95.0
5,68,5,6,53.0
1,77,9,5,54.0
5,80,9,9,70.0
8,84,6,9,78.0
8,48,4,8,42.0
5,52,6,2,33.0
9,76,9,2,75.0
1,53,6,3,26.0
4,76,7,2,58.0
3,48,5,3,29.0
2,47,9,5,29.0
8,78,7,0,70.0
7,79,5,1,67.0
9,93,7,9,93.0
2,42,8,5,21.0
4,94,4,5,74.0
6,95,4,0,82.0
3,86,4,5,65.0
8,79,8,8,75.0
3,72,9,7,55.0
2,71,9,9,54.0
3,46,8,4,26.0
6,58,4,3,48.0
2,73,4,5,49.0
8,53,5,4,49.0
1,89,5,5,64.0
7,86,6,9,81.0
2,85,7,2,64.0
6,95,5,6,82.0
2,96,5,7,74.0
2,58,5,4,32.0
8,90,5,4,83.0
2,93,8,3,68.0
7,98,6,9,90.0
3,65,5,4,44.0
8,56,9,9,51.0
7,93,7,7,86.0
8,67,5,4,62.0
7,58,8,8,48.0
6,66,9,0,56.0
7,87,4,6,79.0
5,91,4,4,74.0
7,96,6,3,82.0
1,58,4,2,32.0
1,72,5,9,46.0
9,90,8,6,88.0
5,46,6,1,35.0
5,68,9,4,56.0
3,94,5,1,74.0
5,82,4,6,67.0
3,44,7,5,23.0
9,69,5,9,67.0
9,88,7,6,86.0
6,82,9,8,70.0
1,95,7,1,68.0
7,97,9,8,91.0
7,47,6,6,42.0
4,81,8,1,62.0
8,51,4,9,44.0
6,81,4,1,67.0
4,52,5,3,35.0
4,65,4,1,46.0
2,57,6,0,31.0
2,81,4,5,59.0
4,90,5,9,71.0
5,91,4,4,74.0
8,88,8,2,80.0
6,59,9,0,49.0
4,55,7,8,39.0
7,76,7,7,67.0
8,42,9,5,38.0
2,66,7,5,47.0
7,54,8,3,41.0
2,97,6,1,75.0
2,73,5,3,53.0
8,84,8,1,81.0
2,61,5,6,37.0
9,79,6,8,77.0
1,62,8,1,36.0
9,98,4,8,95.0
1,88,6,8,65.0
2,43,7,7,18.0
6,90,8,0,80.0
6,93,6,4,81.0
1,96,6,9,73.0
7,80,8,3,74.0
8,62,7,6,57.0
2,86,9,7,64.0
8,99,7,9,97.0
9,48,6,7,42.0
6,63,5,1,48.0
5,60,9,2,46.0
9,80,9,9,79.0
9,85,6,9,83.0
1,94,8,6,70.0
3,92,8,3,73.0
9,55,8,5,56.0
2,95,7,7,71.0
4,94,4,7,76.0
4,64,8,6,49.0
2,65,8,1,43.0
3,88,9,1,67.0
3,84,5,2,63.0
1,48,5,3,18.0
6,54,6,0,43.0
8,78,6,4,72.0
3,72,6,6,57.0
5,40,8,9,25.0
1,44,5,4,15.0
7,95,6,6,88.0
1,48,5,4,24.0
9,83,8,9,81.0
8,45,9,7,40.0
7,67,8,6,60.0
7,84,6,0,73.0
5,65,8,0,52.0
5,67,8,4,53.0
5,79,5,1,65.0
1,54,4,8,30.0
8,45,7,1,39.0
1,66,6,8,43.0
4,77,4,9,59.0
9,43,9,1,38.0
9,50,6,3,44.0
5,60,4,2,44.0
4,69,8,5,53.0
3,57,6,3,37.0
3,74,4,8,52.0
5,42,7,8,30.0
1,51,8,9,22.0
5,66,6,8,51.0
6,92,9,2,82.0
7,69,9,2,63.0
9,60,6,3,58.0
3,77,4,8,58.0
2,60,6,5,38.0
3,99,8,8,80.0
9,77,5,7,70.0
7,79,9,6,72.0
9,54,4,4,48.0
2,57,7,8,36.0
5,91,6,3,73.0
4,68,8,3,51.0
2,87,6,7,63.0
9,77,7,3,74.0
9,99,8,6,98.0
6,60,7,3,45.0
6,56,8,0,45.0
8,80,5,9,74.0
6,90,9,8,81.0
1,57,8,3,30.0
4,96,7,2,77.0
7,94,4,2,86.0
2,76,9,8,58.0
9,99,5,7,99.0
8,77,6,9,69.0
8,51,5,6,47.0
7,50,5,6,42.0
4,87,6,3,73.0
2,91,8,2,71.0
3,88,5,3,68.0
6,59,9,5,47.0
5,48,5,3,31.0
8,40,4,3,31.0
6,97,9,1,86.0
6,42,4,6,27.0
1,60,9,5,32.0
4,62,7,1,41.0
5,48,6,4,33.0
3,93,9,5,75.0
9,58,9,4,57.0
1,84,8,3,59.0
6,94,8,8,87.0
6,85,7,2,72.0
5,91,8,1,78.0
5,58,8,8,46.0
5,62,4,7,47.0
6,66,8,8,58.0
8,66,8,9,63.0
2,78,7,2,56.0
6,75,7,0,62.0
1,51,5,0,23.0
4,94,8,2,73.0
3,66,8,3,46.0
9,85,9,1,80.0
3,73,8,7,59.0
6,72,4,2,60.0
1,67,9,3,41.0
6,70,8,5,61.0
4,71,4,9,51.0
8,89,5,5,82.0
9,59,9,1,55.0
4,79,6,5,64.0
6,74,8,3,61.0
1,70,9,4,44.0
4,97,7,6,81.0
7,70,9,6,64.0
1,77,7,5,53.0
8,61,8,9,55.0
6,84,4,5,72.0
5,80,7,5,65.0
9,48,9,3,44.0
2,91,9,2,70.0
5,48,7,0,34.0
6,54,5,2,41.0
7,52,5,2,43.0
5,61,5,8,48.0
9,55,7,2,46.0
1,71,7,7,47.0
7,41,9,7,37.0
7,65,8,2,56.0
4,53,8,9,40.0
9,98,4,9,96.0
5,77,7,5,63.0
4,73,8,7,58.0
7,47,8,7,36.0
4,75,5,9,61.0
3,60,5,9,39.0
9,95,5,8,90.0
8,85,6,8,79.0
1,82,8,7,58.0
7,95,5,6,89.0
9,67,5,9,64.0
8,85,7,2,78.0
8,83,9,6,79.0
6,87,5,3,72.0
4,45,7,1,26.0
8,59,4,7,52.0
3,70,5,1,49.0
9,72,9,0,66.0
2,83,7,4,59.0
2,46,9,9,28.0
7,47,5,8,39.0
4,48,4,4,31.0
8,41,5,1,33.0
9,56,7,9,57.0
7,91,4,3,83.0
5,84,4,7,69.0
8,76,4,6,71.0
4,81,6,4,62.0
2,83,7,3,58.0
6,56,6,4,46.0
9,92,9,6,93.0
1,77,4,4,48.0
7,74,6,7,68.0
9,99,5,6,97.0
9,86,6,6,82.0
3,78,8,8,57.0
5,69,9,7,55.0
8,45,4,7,37.0
8,43,4,5,35.0
4,90,9,6,72.0
1,76,9,7,51.0
1,74,7,4,50.0
4,97,5,9,82.0
6,96,9,1,84.0
8,48,9,6,46.0
6,45,7,9,34.0
9,52,9,2,55.0
9,98,6,9,95.0
2,61,8,7,40.0
1,67,8,5,42.0
2,69,8,3,45.0
5,91,9,1,80.0
4,75,8,6,60.0
4,41,5,0,21.0
9,97,6,6,95.0
8,75,8,9,72.0
6,47,4,9,35.0
1,84,9,6,58.0
2,81,6,9,59.0
6,89,5,2,77.0
2,48,8,3,23.0
5,40,5,3,26.0
5,52,9,3,39.0
6,89,8,8,79.0
6,54,4,5,39.0
6,71,6,9,61.0
2,73,4,8,47.0
3,82,8,3,63.0
6,70,7,6,61.0
8,53,6,9,51.0
1,93,5,8,68.0
1,86,8,9,66.0
2,53,4,2,29.0
6,87,9,2,78.0
9,94,7,5,94.0
4,68,9,7,56.0
3,86,8,0,68.0
8,58,5,3,50.0
9,66,4,7,62.0
5,48,6,5,31.0
9,76,7,1,73.0
2,76,8,7,57.0
3,82,8,0,60.0
7,67,8,0,56.0
7,91,8,6,88.0
6,96,4,9,84.0
6,63,6,2,48.0
2,67,5,7,41.0
6,75,7,8,65.0
4,91,8,7,74.0
3,57,9,0,38.0
2,64,8,0,40.0
1,74,6,5,49.0
5,43,6,0,30.0
2,53,4,7,29.0
2,78,4,5,57.0
7,65,9,4,58.0
8,47,9,5,40.0
8,63,4,3,60.0
4,55,7,0,41.0
1,59,9,6,34.0
7,54,4,9,46.0
1,46,8,8,24.0
4,97,4,3,79.0
8,56,7,3,52.0
2,61,4,8,36.0
6,61,4,3,52.0
6,93,8,9,84.0
9,51,9,3,50.0
5,57,8,7,47.0
4,95,8,3,81.0
5,85,4,8,70.0
5,86,8,7,77.0
8,54,6,4,49.0
8,76,5,8,70.0
2,55,5,7,28.0
7,44,8,9,36.0
8,41,9,3,34.0
6,91,7,3,80.0
5,67,8,0,51.0
9,96,9,3,95.0
3,80,8,7,60.0
4,93,4,4,78.0
9,66,9,5,65.0
6,70,7,3,57.0
8,80,8,4,75.0
7,75,6,9,69.0
2,86,9,7,62.0
3,82,5,8,63.0
1,40,9,2,11.0
9,89,6,9,91.0
7,68,6,3,58.0
1,40,6,0,15.0
3,47,7,4,24.0
4,96,7,3,80.0
4,55,9,5,36.0
5,97,7,5,83.0
3,67,5,9,49.0
3,61,4,5,41.0
1,57,9,2,33.0
7,61,8,6,52.0
1,80,8,2,52.0
2,51,9,5,31.0
4,58,4,9,38.0
4,64,8,0,45.0
5,89,9,7,79.0
2,98,9,6,78.0
4,44,6,8,24.0
1,98,5,2,72.0
2,73,8,7,52.0
1,78,5,1,50.0
4,98,9,8,83.0
4,49,4,0,32.0
7,86,9,9,84.0
9,96,8,6,95.0
9,46,5,9,43.0
5,99,6,0,82.0
1,76,6,5,54.0
1,86,9,0,59.0
6,91,4,3,78.0
2,99,7,6,79.0
8,91,8,1,87.0
9,54,9,2,53.0
4,81,6,3,65.0
5,63,6,5,48.0
8,65,4,8,61.0
3,65,6,3,41.0
5,85,8,5,75.0
3,65,4,6,44.0
3,97,5,3,79.0
3,49,4,5,29.0
7,56,8,2,44.0
7,92,8,4,85.0
7,53,5,9,40.0
8,41,9,3,36.0
5,87,4,6,72.0
5,52,8,5,36.0
4,66,8,6,51.0
7,48,5,5,38.0
4,46,7,1,28.0
2,87,4,6,59.0
4,49,8,7,30.0
8,95,6,6,88.0
9,93,5,3,87.0
3,48,7,3,27.0
7,61,7,4,51.0
9,62,5,8,59.0
4,46,7,4,23.0
3,87,8,1,71.0
5,48,7,4,33.0
1,66,4,2,38.0
3,63,6,9,45.0
8,68,8,7,67.0
8,56,5,9,49.0
4,59,6,9,44.0
2,46,9,1,22.0
8,82,8,3,79.0
8,79,6,4,74.0
4,46,7,3,26.0
3,67,9,4,49.0
2,58,5,9,33.0
9,59,5,3,53.0
1,83,4,2,53.0
7,78,7,0,69.0
5,79,4,3,65.0
8,46,4,8,37.0
4,45,7,0,28.0
7,64,8,6,56.0
5,80,9,2,64.0
5,98,4,7,83.0
9,52,6,5,50.0
9,78,9,0,77.0
9,79,8,9,79.0
6,61,7,4,49.0
6,88,5,7,77.0
5,56,8,2,40.0
9,87,4,3,83.0
8,61,6,6,53.0
7,73,9,5,66.0
7,47,7,6,42.0
6,88,5,8,76.0
5,84,9,8,75.0
4,57,6,1,40.0
3,63,5,2,45.0
3,99,7,3,73.0
6,93,9,5,84.0
4,99,8,4,84.0
6,81,4,5,71.0
3,41,7,7,23.0
4,41,6,1,24.0
9,66,8,5,64.0
5,53,9,8,38.0
7,87,5,4,74.0
2,78,8,0,58.0
5,92,8,7,78.0
9,92,6,3,88.0
3,95,4,7,76.0
9,51,8,3,48.0
6,71,8,7,59.0
4,67,4,8,46.0
7,94,4,4,84.0
8,67,5,4,61.0
6,85,9,1,76.0
5,64,5,8,49.0
6,43,4,3,30.0
5,65,7,2,47.0
8,75,4,1,70.0
1,89,5,2,69.0
7,42,6,3,35.0
2,40,6,8,20.0
9,56,9,5,55.0
1,46,8,9,19.0
6,87,6,4,74.0
9,44,5,8,42.0
1,58,6,7,34.0
4,78,7,5,59.0
4,85,4,2,67.0
9,73,4,6,70.0
5,74,5,9,61.0
5,88,8,5,76.0
6,55,4,7,44.0
1,79,6,5,50.0
1,89,7,9,68.0
9,86,8,3,87.0
3,78,8,9,60.0
4,66,8,6,47.0
1,80,4,6,55.0
9,77,9,7,73.0
8,89,8,1,87.0
2,89,5,5,66.0
8,64,6,2,56.0
7,65,9,7,59.0
6,95,7,3,83.0
1,53,6,3,26.0
7,53,5,1,41.0
7,53,5,5,45.0
9,64,9,5,63.0
1,75,6,0,50.0
2,43,4,7,15.0
9,86,5,2,79.0
9,54,8,0,49.0
6,71,7,9,63.0
6,57,7,0,42.0
4,53,5,0,32.0
4,97,8,4,84.0
5,40,6,4,26.0
3,81,7,0,62.0
1,59,8,4,33.0
1,49,8,6,28.0
7,49,4,4,36.0
1,98,5,8,73.0
1,63,8,3,37.0
3,73,6,8,53.0
4,67,7,7,48.0
4,66,4,0,48.0
2,79,6,3,54.0
1,40,7,6,12.0
3,72,5,0,46.0
4,43,6,7,24.0
3,46,7,1,26.0
8,48,4,7,42.0
1,55,7,3,28.0
2,44,8,7,20.0
7,73,4,0,61.0
4,99,6,4,80.0
8,62,9,8,62.0
3,82,5,6,59.0
6,89,4,2,74.0
9,64,4,3,59.0
1,96,4,9,68.0
1,90,7,6,66.0
8,52,8,5,43.0
3,63,9,3,44.0
5,50,5,2,34.0
1,91,5,1,62.0
5,90,8,9,77.0
6,56,7,8,44.0
8,76,7,2,69.0
3,52,8,6,35.0
3,66,8,0,50.0
9,59,6,7,50.0
4,72,7,0,54.0
4,81,4,1,59.0
7,71,5,0,60.0
2,47,7,3,25.0
8,95,8,1,94.0
6,68,4,0,53.0
3,79,6,0,59.0
9,58,9,1,53.0
5,45,6,5,29.0
8,83,4,1,73.0
7,99,4,1,87.0
8,78,8,7,72.0
7,87,9,4,82.0
3,80,8,7,60.0
2,60,5,7,38.0
7,96,9,1,89.0
3,61,9,6,45.0
3,81,5,8,57.0
2,49,6,7,27.0
4,49,4,8,31.0
8,91,6,7,86.0
1,68,8,3,45.0
1,55,7,9,30.0
5,40,8,6,28.0
5,56,7,8,43.0
1,69,4,8,43.0
6,65,4,3,52.0
1,92,9,6,68.0
5,85,4,5,73.0
9,58,5,2,56.0
5,92,5,9,78.0
6,60,7,5,49.0
8,56,6,7,52.0
1,85,9,1,62.0
2,79,6,2,59.0
9,60,7,7,60.0
3,92,5,3,71.0
6,80,8,3,68.0
5,79,9,1,68.0
2,84,7,9,63.0
7,88,6,0,77.0
4,58,7,6,43.0
1,99,7,3,77.0
4,46,4,5,28.0
6,56,5,7,47.0
7,40,9,6,34.0
7,76,4,6,64.0
7,96,5,5,88.0
3,45,7,3,21.0
6,65,5,3,53.0
8,41,6,8,34.0
4,98,9,4,83.0
8,71,4,8,67.0
2,96,9,8,75.0
9,87,7,3,88.0
9,93,6,1,87.0
8,44,5,1,32.0
